name,path,length
d2crua1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2crua1,105
d2wqla_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2wqla_,152
d1oaql_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1oaql_,110
d2hdva_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2hdva_,103
d3f31a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3f31a_,137
d1kqfb2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1kqfb2,45
d1xdya_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1xdya_,263
d2od0a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2od0a1,103
d2gtlo1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2gtlo1,122
d2g1da1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2g1da1,98
d1t4ba2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1t4ba2,221
d2dsta1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2dsta1,122
d3bwza_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3bwza_,171
d1q9ba_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1q9ba_,43
d2ej5a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2ej5a_,250
d1khta_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1khta_,190
d1xkpb1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1xkpb1,121
d2be3a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2be3a1,203
d2ey4c1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2ey4c1,73
d1gv8a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1gv8a_,159
d1tfea_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1tfea_,142
d2htsa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2htsa_,88
d2rcqa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2rcqa_,141
d1z70x_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1z70x_,276
d1vz0a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1vz0a1,93
d2cs3a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2cs3a1,80
d2oola2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2oola2,110
d1e7ua1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1e7ua1,196
d1cc8a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1cc8a_,72
d2xvma_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2xvma_,198
d2e9xc2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2e9xc2,78
d1wh9a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1wh9a_,92
d2i7va_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2i7va_,433
d1ny711,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ny711,189
d1rd5a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1rd5a_,261
d2f6qa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2f6qa1,241
d2qmwa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2qmwa1,184
d1s3aa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1s3aa1,85
d1mlaa2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1mlaa2,70
d2hi6a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2hi6a1,132
d2yvta1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2yvta1,257
d2voua1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2voua1,265
d2phcb2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2phcb2,84
d1sfsa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1sfsa_,213
d1g6ga_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1g6ga_,127
d1gdea_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1gdea_,388
d2q3za1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2q3za1,131
d3ej9a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3ej9a_,62
d2ja9a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2ja9a1,90
d1h8ba_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1h8ba_,73
d1x5ia1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1x5ia1,113
d2mev,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2mev.1,58
d1a0ia1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1a0ia1,101
d1rjta_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1rjta_,73
d2b25a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2b25a1,254
d2ef5a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2ef5a_,273
d1fnha1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1fnha1,90
d3m7qb_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3m7qb_,61
d1ghja_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ghja_,79
d1jg5a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1jg5a_,83
d1p6qa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1p6qa_,129
d1ryba_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ryba_,186
d3iara_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3iara_,360
d1srya1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1srya1,110
d2l65a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2l65a1,155
d3dtca_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3dtca_,245
d1a5ta2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1a5ta2,207
d1t3ya_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1t3ya_,131
d1ccwb_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ccwb_,483
d1ro2a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ro2a_,210
d1wfoa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1wfoa1,117
d1mjul2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1mjul2,107
d1syxb1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1syxb1,62
d1pava_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1pava_,78
d2cchb2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2cchb2,124
d1axib1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1axib1,85
d1v5ja_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1v5ja_,108
d3ivva_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3ivva_,140
d2wnxa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2wnxa_,157
d2g30a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2g30a2,113
d1yrra1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1yrra1,85
d1wp5a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1wp5a_,323
d2o03a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2o03a_,129
d1iv0a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1iv0a_,98
d3brda3,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3brda3,157
d2dk8a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2dk8a1,68
d1ufma_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ufma_,84
d2a46a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2a46a_,217
d1n13,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1n13.1,46
d1wkaa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1wkaa1,143
d1f1ua2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1f1ua2,176
d2d8xa2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2d8xa2,25
d1gria1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1gria1,50
d1i8xa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1i8xa_,30
d3qu3a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3qu3a_,122
d1v87a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1v87a_,114
d2dlba1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2dlba1,70
d1s4na_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1s4na_,337
d3c2wa3,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3c2wa3,113
d1pbya5,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1pbya5,108
d1kxpd1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1kxpd1,179
d1zo0a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1zo0a1,126
d1w6na_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1w6na_,134
d1mk0a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1mk0a_,97
d1v8ha1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1v8ha1,106
d1wcha_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1wcha_,308
d3cbza_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3cbza_,104
d2rh2a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2rh2a_,57
d1iqca2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1iqca2,158
d1ixka_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ixka_,305
d1yx0a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1yx0a1,151
d1nwba_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1nwba_,101
d1t6la2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1t6la2,123
d2d4ca1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2d4ca1,220
d1ffya1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ffya1,273
d1rqba1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1rqba1,168
d1upka_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1upka_,318
d2ga1a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2ga1a1,102
d2q4xa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2q4xa_,215
d2e1fa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2e1fa_,94
d2nn6e1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2nn6e1,181
d3emha_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3emha_,300
d2q37a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2q37a1,142
d1vkda_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1vkda_,327
d1sgma1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1sgma1,73
d1kvna_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1kvna_,104
d2je6i1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2je6i1,87
d1vqqa2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1vqqa2,188
d1gtta1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1gtta1,213
d3grsa3,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3grsa3,115
d1vi2a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1vi2a1,182
d1mw7a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1mw7a_,220
d1b74a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1b74a2,147
d3fcda_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3fcda_,117
d1g6sa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1g6sa_,427
d1v9da_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1v9da_,308
d1o7d,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1o7d.3,291
d1bu8a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1bu8a1,108
d2ba0a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2ba0a1,83
d2r1jl_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2r1jl_,66
d1ipaa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ipaa1,158
d1bdfa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1bdfa1,105
d2nrla_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2nrla_,145
d1oy3d_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1oy3d_,220
d1d1da1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1d1da1,80
d3lf6a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3lf6a_,154
d1h3na1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1h3na1,128
d2igia_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2igia_,180
d2phna_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2phna_,248
d1z3ix1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1z3ix1,346
d2b7ka_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2b7ka_,155
d1u34a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1u34a_,119
d1j0pa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1j0pa_,108
d2dewx1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2dewx1,165
d3ryce_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3ryce_,136
d1ffgb_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ffgb_,68
d1vhca_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1vhca_,212
d3k2aa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3k2aa_,55
d2fbla1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2fbla1,144
d2atza1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2atza1,176
d1m4ua_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1m4ua_,199
d2frha_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2frha_,127
d1zu1a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1zu1a1,72
d1u9la_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1u9la_,68
d1y5oa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1y5oa1,114
d2pa7a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2pa7a1,135
d1a6ca1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1a6ca1,176
d1x4oa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1x4oa1,65
d1r8ja2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1r8ja2,129
d3ibxd_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3ibxd_,216
d1cjxa2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1cjxa2,202
d2j01y1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2j01y1,100
d1y12a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1y12a1,160
d1qmea2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1qmea2,58
d1yqga2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1yqga2,152
d1hy9a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1hy9a_,41
d1z7ma1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1z7ma1,311
d1f46a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1f46a_,139
d1d2sa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1d2sa_,170
d1lfka_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1lfka_,375
d2nyua_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2nyua_,181
d1q15a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1q15a2,204
d1dyna_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1dyna_,113
d2j07a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2j07a1,234
d1zyba1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1zyba1,73
d1x1fa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1x1fa1,136
d1vlba1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1vlba1,113
d2ih2a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2ih2a1,223
d1h5wa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1h5wa_,249
d1j48a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1j48a_,109
d1g8pa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1g8pa_,321
d2etsa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2etsa1,110
d2bv3a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2bv3a2,257
d1zc6a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1zc6a2,171
d1wosa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1wosa1,83
d1qd1a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1qd1a2,140
d1b6aa2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1b6aa2,281
d1xd3a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1xd3a_,229
d1wdda2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1wdda2,140
d3k67a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3k67a_,156
d2b8ea2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2b8ea2,113
d1vf6a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1vf6a_,58
d1vq3a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1vq3a_,86
d2quda_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2quda_,125
d1nyaa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1nyaa_,176
d1s0aa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1s0aa_,428
d1ywya1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ywya1,74
d3crda_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3crda_,100
d1pd0a5,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1pd0a5,80
d3f81a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3f81a_,179
d3fnca_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3fnca_,160
d1o22a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1o22a_,149
d2c6ua_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2c6ua_,122
d3kpba_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3kpba_,119
d1k9vf_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1k9vf_,200
d1eera_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1eera_,166
d1tl2a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1tl2a_,235
d1bg1a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1bg1a1,177
d1t82a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1t82a_,143
d1x9ma2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1x9ma2,471
d1pyfa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1pyfa_,311
d2h1va_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2h1va_,309
d1dpba_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1dpba_,243
d3dfra_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3dfra_,162
d1gnwa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1gnwa1,126
d1rmga_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1rmga_,422
d3lg3a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3lg3a_,419
d1qo3c_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1qo3c_,128
d3kt9a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3kt9a_,102
d1u0sy_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1u0sy_,118
d2gzxa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2gzxa_,253
d1bika1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1bika1,54
d1tubb1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1tubb1,243
d1cd9b1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1cd9b1,107
d1iqca1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1iqca1,150
d1lrha_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1lrha_,160
d2ftra1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2ftra1,103
d1e4mm_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1e4mm_,499
d1q1ca2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1q1ca2,117
d1c9fa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1c9fa_,87
d1v97a4,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1v97a4,114
d2a97a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2a97a_,392
d1xqra1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1xqra1,264
d1bhpa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1bhpa_,45
d2voka_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2voka_,186
d1in0a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1in0a1,88
d1epfa2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1epfa2,92
d1qpxa2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1qpxa2,91
d1jdpa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1jdpa_,396
d1o8ba2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1o8ba2,72
d3ejbb_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3ejbb_,380
d1elva2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1elva2,66
d2bgra1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2bgra1,470
d1ok3a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ok3a1,64
d1n0ea_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1n0ea_,141
d2oo3a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2oo3a1,267
d1dd5a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1dd5a_,184
d2qi9c_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2qi9c_,248
d3cptb_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3cptb_,116
d1vq8v1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1vq8v1,65
d1r4pa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1r4pa_,281
d1wx8a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1wx8a1,83
d3ci0i1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3ci0i1,83
d1qzza2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1qzza2,249
d1ehkc_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ehkc_,33
d1vr8a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1vr8a1,127
d1k3ya1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1k3ya1,142
d2h7ca_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2h7ca_,532
d2oi8a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2oi8a2,124
d3cx5b1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3cx5b1,202
d1eema2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1eema2,98
d1t3ta2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1t3ta2,262
d1t5ia_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1t5ia_,159
d1t6ca1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1t6ca1,126
d1e12a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1e12a_,239
d3e11a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3e11a1,113
d1d4va3,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1d4va3,31
d1r9fa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1r9fa_,121
d2qypb_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2qypb_,81
d2cu7a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2cu7a1,65
d1wfua_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1wfua_,120
d3kjta_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3kjta_,370
d1ei5a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ei5a1,82
d1m94a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1m94a_,73
d2vxna_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2vxna_,249
d1vefa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1vefa1,387
d2h92a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2h92a_,216
d1ll8a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ll8a_,114
d16vpa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d16vpa_,311
d1t1ea2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1t1ea2,179
d1yz1a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1yz1a_,146
d1mpya1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1mpya1,145
d1lara2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1lara2,249
d2p0la1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2p0la1,266
d1wira_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1wira_,121
d1fxka_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1fxka_,107
d1x3zb_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1x3zb_,57
d1hg8a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1hg8a_,349
